body,category,rating,url,price,title,referer,stock,newcookies,size
,Paranormal,One,http://localhost/books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,,"Vampire Knight, Vol. 1 (Vampire Knight #1)",http://localhost/books.toscrape.com/catalogue/category/books/paranormal_24/index.html,1,,18311
,Art,Five,http://localhost/books.toscrape.com/catalogue/ways-of-seeing_94/index.html,,Ways of Seeing,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,1,,19294
,Art,Two,http://localhost/books.toscrape.com/catalogue/the-art-book_490/index.html,,The Art Book,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,7,,18399
,Art,Four,http://localhost/books.toscrape.com/catalogue/the-story-of-art_500/index.html,,The Story of Art,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,7,,18493
,Science,Two,http://localhost/books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,,Peak: Secrets from the New Science of Expertise,http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,5,,17212
,Science,Four,http://localhost/books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,3,,19247
,Science,Five,http://localhost/books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,3,,20299
,Science,Two,http://localhost/books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,3,,19257
,Classics,Four,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,,The Story of Hong Gildong,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18843
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-little-prince_72/index.html,,The Little Prince,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,17703
,Classics,One,http://localhost/books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,,Sense and Sensibility,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18745
,Classics,Two,http://localhost/books.toscrape.com/catalogue/of-mice-and-men_37/index.html,,Of Mice and Men,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18403
,Classics,Two,http://localhost/books.toscrape.com/catalogue/emma_17/index.html,,Emma,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18103
,Classics,One,http://localhost/books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,,Alice in Wonderland (Alice's Adventures in Wonderland #1),http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,15933
,Music,Five,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,,No One Here Gets Out Alive,http://localhost/books.toscrape.com/catalogue/penny-maybe_965/index.html,4,,18917
,Music,Five,http://localhost/books.toscrape.com/catalogue/life_104/index.html,,Life,http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2,,17289
,Music,Two,http://localhost/books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,,Old Records Never Die: One Man's Quest for His Vinyl and His Past,http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,1,,21012
,Music,Three,http://localhost/books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,,Forever Rockers (The Rocker #12),http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,1,,18963
,Travel,Two,http://localhost/books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,,A Summer In Europe,http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,7,,20766
,Travel,One,http://localhost/books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,,The Great Railway Bazaar,http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,6,,18821
,Travel,Four,http://localhost/books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,,A Year in Provence (Provence #1),http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,6,,18571
,Travel,One,http://localhost/books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,3,,19107
,Travel,Three,http://localhost/books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,,Neither Here nor There: Travels in Europe,http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,3,,19123
,Travel,Five,http://localhost/books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,,"1,000 Places to See Before You Die",http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,1,,19999
,Science,Four,http://localhost/books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,,Seven Brief Lessons on Physics,http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,3,,19811
,Science,One,http://localhost/books.toscrape.com/catalogue/the-selfish-gene_81/index.html,,The Selfish Gene,http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,1,,20815
,Home,Four,http://localhost/books.toscrape.com/catalogue/page-4.html,,,http://localhost/books.toscrape.com/catalogue/page-3.html,,,52596
,Young Adult,Three,http://localhost/books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,,The Natural History of Us (The Fine Art of Pretending #2),http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19309
,Mystery,Four,http://localhost/books.toscrape.com/catalogue/the-past-never-ends_942/index.html,,The Past Never Ends,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19106
,Childrens,One,http://localhost/books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,,The Secret of Dreadwillow Carse,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19419
,Add a comment,One,http://localhost/books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,,The Torch Is Passed: A Harding Family Story,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,25449
,Fiction,Five,http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,,Thirst,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19049
,Poetry,Two,http://localhost/books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,,Howl and Other Poems,http://localhost/books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,8,,18701
,Poetry,Five,http://localhost/books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,,Leave This Song Behind: Teen Poetry at Its Best,http://localhost/books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,7,,19155
,Poetry,Five,http://localhost/books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),http://localhost/books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,6,,19234
,Poetry,Four,http://localhost/books.toscrape.com/catalogue/the-crossover_398/index.html,,The Crossover,http://localhost/books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,5,,18533
,Classics,Three,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,,Animal Farm,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,4,,16681
,Classics,Three,http://localhost/books.toscrape.com/catalogue/wuthering-heights_307/index.html,,Wuthering Heights,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18299
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,,The Picture of Dorian Gray,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18520
,Classics,Four,http://localhost/books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,16616
,Travel,Four,http://localhost/books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,http://localhost/books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,15,,20302
,Travel,Three,http://localhost/books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,,See America: A Celebration of Our National Parks & Treasured Sites,http://localhost/books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,14,,18657
,Travel,Two,http://localhost/books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,http://localhost/books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,8,,20904
,Travel,Three,http://localhost/books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,,Under the Tuscan Sun,http://localhost/books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,7,,18824
,Music,One,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,,Love Is a Mix Tape (Music #1),http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,14,,19348
,Music,Four,http://localhost/books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,,Please Kill Me: The Uncensored Oral History of Punk,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,8,,18467
,Music,Five,http://localhost/books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,,Kill 'Em and Leave: Searching for James Brown and the American Soul,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,8,,23672
,Music,Two,http://localhost/books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,,"Chronicles, Vol. 1",http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,7,,19852
,Music,One,http://localhost/books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,,This Is Your Brain on Music: The Science of a Human Obsession,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,5,,19612
,Music,Three,http://localhost/books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,4,,21771
,Classics,Two,http://localhost/books.toscrape.com/catalogue/beowulf_126/index.html,,Beowulf,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18379
,Classics,Two,http://localhost/books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,,And Then There Were None,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,17774
,Science,Four,http://localhost/books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,http://localhost/books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,14,,20716
,Science,One,http://localhost/books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,,Tipping Point for Planet Earth: How Close Are We to the Edge?,http://localhost/books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,12,,19881
,Science,One,http://localhost/books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",http://localhost/books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,9,,20050
,Science,One,http://localhost/books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,http://localhost/books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,8,,21673
,Home,Five,http://localhost/books.toscrape.com/catalogue/page-5.html,,,http://localhost/books.toscrape.com/catalogue/page-4.html,,,51901
,Sequential Art,Three,http://localhost/books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17184
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,,Reskilling America: Learning to Labor in the Twenty-First Century,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,21647
,Sequential Art,Two,http://localhost/books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,,"Saga, Volume 5 (Saga (Collected Editions) #5)",http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17078
,Classics,One,http://localhost/books.toscrape.com/catalogue/the-metamorphosis_409/index.html,,The Metamorphosis,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,5,,19157
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,,The Pilgrim's Progress,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,18558
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,,The Hound of the Baskervilles (Sherlock Holmes #5),http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,17836
,Classics,Four,http://localhost/books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,,Little Women (Little Women #1),http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,16756
,Classics,Three,http://localhost/books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,,Gone with the Wind,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,18350
,Classics,Three,http://localhost/books.toscrape.com/catalogue/candide_316/index.html,,Candide,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,17880
,Poetry,Four,http://localhost/books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,,Poems That Make Grown Women Cry,http://localhost/books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,15,,18892
,Poetry,One,http://localhost/books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,,Night Sky with Exit Wounds,http://localhost/books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,15,,18444
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,,The Power of Now: A Guide to Spiritual Enlightenment,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,20533
